Issue Type,Issue key,Issue id,Summary,Description,Assignee,Reporter,Priority,Status,Resolution,Created,Updated
Bug,GROOVY-4320,12811716,Joint compiler + @Delegate fail to recognize method signature with default value,"Spotted this problem when upgrading Griffon to Groovy 1.7.4.

Start with a base contract defined in java

{code}
import java.util.List;
public interface IApp {
    void event(String name);
    void event(String name, List params);
}
{code}

Implement said contract in Groovy
{code}
class BaseApp implements IApp {
    private IApp appDelegate
    BaseApp(IApp app) {
        this.appDelegate = app
    }
    void event(String name, List params = []) {
        // empty
    }
}
{code}

Now create a Groovy class where the previous will be used as delegate

{code}
class RealApp {
    @Delegate BaseApp _base
    RealApp() {
        _base = new BaseApp(this)
    }
}
{code}

Compile the code

{code}
groovyc IApp.java BaseApp.groovy RealApp.groovy
{code}

With Groovy 1.7.3 you get the following method signatures

{code}
$ javap BaseApp | grep event
    public void event(java.lang.String, java.util.List);
    public void event(java.lang.String);
$ javap RealApp | grep event
    public void event(java.lang.String);
    public void event(java.lang.String, java.util.List);
{code}

However 1.7.4 fails to recognize that the second argument to event() has a default value

{code}
$ groovy -version
Groovy Version: 1.7.4 JVM: 1.6.0_17
$ groovyc IApp.java BaseApp.groovy RealApp.groovy 
org.codehaus.groovy.control.MultipleCompilationErrorsException: startup failed:
RealApp.groovy: 1: Can't have an abstract method in a non-abstract class. The class 'RealApp' must be declared abstract or the method 'void event(java.lang.String)' must be implemented.
 @ line 1, column 1.
   class RealApp {
   ^

1 error
{code}",emilles,aalmiray,Major,Closed,Fixed,23/Jul/10 09:09,22/Feb/22 03:12
Bug,GROOVY-4325,12815106,Compiler does not mind multiple default cases for a switch statement,"The following code compiles, when it shouldn't. Compiler does not mind any number of default cases.

{code}
def foo() {
    def x = 1
    switch(x) {
       case 1: println '1'
       default: println 'default 1'
       default: println 'default 2'
       default: println 'default 3'
       default: println 'default 4'
       }
}

foo()        
{code}",roshandawrani,roshandawrani,Major,Closed,Fixed,25/Jul/10 10:49,15/Dec/10 22:19
Bug,GROOVY-4329,12815271,Stub generator exhibits a synthetic method in the stubs it should not,"The stub generator generates the following method:
{code}
MetaClass $getStaticMetaClass()
{code}
which is an internal method not intended to be called directly, so should not be present in the stubs.",guillaume,guillaume,Minor,Closed,Fixed,26/Jul/10 09:23,15/Dec/10 22:19
Bug,GROOVY-4330,12818056,Groovy 1.7.4 wont build from source,"I have just downloaded the Groovy 1.7.4 source and tried to compile on Windows 7 with Sun/Oracle JDK 1.6.0_21.  The build failed while performing the -testAll phase:

    [junit] Running UberTestCaseBugs
    [junit] Tests run: 400, Failures: 0, Errors: 0, Time elapsed: 4.977 sec
    [junit] Running UberTestCaseGroovySourceCodehausPackages
    [junit] Tests run: 429, Failures: 0, Errors: 0, Time elapsed: 54.605 sec
    [junit] Running UberTestCaseGroovySourceCodehausPackages_VM6
    [junit] Tests run: 1, Failures: 0, Errors: 0, Time elapsed: 0.074 sec
    [junit] Running UberTestCaseGroovySourceRootPackage
    [junit] Tests run: 1000, Failures: 0, Errors: 0, Time elapsed: 27.002 sec
    [junit] Running UberTestCaseGroovySourceSubPackages
    [junit] Tests run: 1187, Failures: 0, Errors: 1, Time elapsed: 66.116 sec
    [junit] Test UberTestCaseGroovySourceSubPackages FAILED

From groovy-1.7.4/target/reports/junit/all-tests.html

Class: UberTestCaseGroovySourceSubPackages
Name: testReloadingInterval
Status: Error
Type:

assert gse.run(scriptName, binding) == 3 | | | | | | 23 | | false | | groovy.lang.Binding@1769afe | gse6921152879800224663.groovy groovy.util.GroovyScriptEngine@1b9caa8

Assertion failed:

assert gse.run(scriptName, binding) == 3
| | | | |
| 23 | | false
| | groovy.lang.Binding@1769afe
| gse6921152879800224663.groovy
groovy.util.GroovyScriptEngine@1b9caa8

at org.codehaus.groovy.runtime.InvokerHelper.assertFailed(InvokerHelper.java:378)
at org.codehaus.groovy.runtime.ScriptBytecodeAdapter.assertFailed(ScriptBytecodeAdapter.java:662)
at groovy.util.GroovyScriptEngineTest.testReloadingInterval(GroovyScriptEngineTest.groovy:246)


I had a quick look at groovy.util.GroovyScriptEngineTest.testReloadingInterval(GroovyScriptEngineTest.groovy:246).  Looks as if the test that is failing was introduced to test previous issues (GROOVY-2811 and GROOVY-4286) - maybe still an issue?

Kind regards,
Mike

",guillaume,mikevines,Major,Closed,Fixed,26/Jul/10 11:27,15/Dec/10 22:19
Bug,GROOVY-4336,12815290,EMC DSL is broken for some methods on Closure,"The Groovy EMC DSL breaks for method names within the Closure class:
{code}
def o = new Object()
o.metaClass {
  foo { 'foo' }
  curry { 'curry' }
  rcurry { 'rcurry' }
}
println o.foo()
//println o.curry()   // MissingMethodException
//println o.rcurry()  // MissingMethodException
{code}
",paulk,paulk,Minor,Closed,Fixed,28/Jul/10 05:59,07/Apr/15 19:06
Bug,GROOVY-4337,12815244,Generated createCallSiteArray is too big for JVM,"We are using groovy as a DSL engine and we have a script that is 4000 lines long.  We've split it up into several methods, but we still receive an error about 'Invalid method Code length 66090 in class file script1280242156093619159538'.  I analyzed the generated code and the issue is that the groovy generated method $createCallSiteArray is too big.  This is happening because we have over 8000 entries in our call site array.  I've implemented a fix where the initialization of the String array for the callsite array is split up over several methods if it would generate code that is too big. (Patch attached)  In our preliminary testing, this has resolved our issue.",guillaume,tschneider,Critical,Closed,Fixed,28/Jul/10 11:41,05/Apr/15 14:44
Bug,GROOVY-4340,12818396,Curry method fails when using it in a chain with IllegalArgumentException,"Curry method did not work like stated on http://groovy.codehaus.org/JN2515-Closures. The feature described there to chain curry on a closure to generate more specific ones did not work.

I tried to use these code example:

{code}
def c = { arg, Object[] extras -> arg + ', ' + extras.join(', ') }
def d = c.curry( 1 ) //curry first param only
assert d( 2, 3, 4 ) == '1, 2, 3, 4'
def e = c.curry( 1, 3 ) //curry part of Object[] also
assert e( 5 ) == '1, 3, 5'
def f = e.curry( 5, 7, 9, 11 ) //currying continues on Object
assert f( 13, 15 ) == '1, 3, 5, 7, 9, 11, 13, 15'
{code}

The following code example shows what works and what did not:

{code}
def a = { arg, Object[] extras -> arg + ', ' + extras.join(', ') }
//def b = a.curry( 1,2,3 ) //did not work
def c = a.curry( 1,[ 2,3 ] ) //works
def d = a.curry( 1,2 ) //works
//def e = d.curry( 3 ) //did not work
//def e = d.curry( [3] ) //did not work
{code}

The exception thrown is:

{code}
java.lang.IllegalArgumentException: To curry 4 argument(s) expect index range 0..-4 but found 0
	at org.codehaus.groovy.runtime.CurriedClosure.<init>(CurriedClosure.java:60)
	at org.codehaus.groovy.runtime.CurriedClosure.<init>(CurriedClosure.java:66)
	at groovy.lang.Closure.curry(Closure.java:370)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
	at java.lang.reflect.Method.invoke(Method.java:597)
	at org.codehaus.groovy.runtime.callsite.PogoMetaMethodSite$PogoCachedMethodSite.invoke(PogoMetaMethodSite.java:225)
	at org.codehaus.groovy.runtime.callsite.PogoMetaMethodSite.call(PogoMetaMethodSite.java:63)
	at org.codehaus.groovy.runtime.callsite.CallSiteArray.defaultCall(CallSiteArray.java:40)
	at org.codehaus.groovy.runtime.callsite.AbstractCallSite.call(AbstractCallSite.java:117)
	at org.codehaus.groovy.runtime.callsite.AbstractCallSite.call(AbstractCallSite.java:137)
	at ConsoleScript0.run(ConsoleScript0:6)
	at groovy.lang.GroovyShell.runScriptOrMainOrTestOrRunnable(GroovyShell.java:264)
	at groovy.lang.GroovyShell.run(GroovyShell.java:513)
	at groovy.lang.GroovyShell.run(GroovyShell.java:170)
	at groovy.lang.GroovyShell$run.call(Unknown Source)
	at org.codehaus.groovy.runtime.callsite.CallSiteArray.defaultCall(CallSiteArray.java:40)
	at org.codehaus.groovy.runtime.callsite.AbstractCallSite.call(AbstractCallSite.java:117)
	at org.codehaus.groovy.runtime.callsite.AbstractCallSite.call(AbstractCallSite.java:133)
	at groovy.ui.Console$_runScriptImpl_closure16.doCall(Console.groovy:865)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
	at java.lang.reflect.Method.invoke(Method.java:597)
	at org.codehaus.groovy.reflection.CachedMethod.invoke(CachedMethod.java:88)
	at groovy.lang.MetaMethod.doMethodInvoke(MetaMethod.java:233)
	at org.codehaus.groovy.runtime.metaclass.ClosureMetaClass.invokeMethod(ClosureMetaClass.java:273)
	at groovy.lang.MetaClassImpl.invokeMethod(MetaClassImpl.java:886)
	at org.codehaus.groovy.runtime.callsite.PogoMetaClassSite.callCurrent(PogoMetaClassSite.java:66)
	at org.codehaus.groovy.runtime.callsite.CallSiteArray.defaultCallCurrent(CallSiteArray.java:44)
	at org.codehaus.groovy.runtime.callsite.AbstractCallSite.callCurrent(AbstractCallSite.java:143)
	at org.codehaus.groovy.runtime.callsite.AbstractCallSite.callCurrent(AbstractCallSite.java:151)
	at groovy.ui.Console$_runScriptImpl_closure16.doCall(Console.groovy)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
	at java.lang.reflect.Method.invoke(Method.java:597)
	at org.codehaus.groovy.reflection.CachedMethod.invoke(CachedMethod.java:88)
	at groovy.lang.MetaMethod.doMethodInvoke(MetaMethod.java:233)
	at org.codehaus.groovy.runtime.metaclass.ClosureMetaClass.invokeMethod(ClosureMetaClass.java:273)
	at groovy.lang.MetaClassImpl.invokeMethod(MetaClassImpl.java:886)
	at groovy.lang.Closure.call(Closure.java:276)
	at groovy.lang.Closure.call(Closure.java:271)
	at groovy.lang.Closure.run(Closure.java:354)
	at java.lang.Thread.run(Thread.java:619)
{code}",paulk,mszalbach,Major,Closed,Fixed,30/Jul/10 05:41,15/Dec/10 22:19
Bug,GROOVY-4347,12815273,"DGM#consumeProcessOutput(Process, StringBuffer, StringBuffer) accepts only StringBuffers",This is too restrictive. Appendable would be better.,paulk,veita,Minor,Closed,Fixed,31/Jul/10 08:02,15/Dec/10 22:19
Bug,GROOVY-4348,12815270,Cannot get a closure's resolve strategy with property syntax,"Closure.getProperty() gives no special treatment to ""resolveStrategy"", hence ""closure.resolveStrategy"" is simply forwarded to delegate/owner.",pniederw,pniederw,Major,Closed,Fixed,02/Aug/10 10:08,15/Dec/10 22:19
Bug,GROOVY-4356,12815291,Static members should not be able to access class-level generic types,"The following code compiles, but it shouldn't because T is a non-static generic type, and difference instances of Outer will have different concrete representations of T. Hence it makes no sense that static inner classes should be able to use such generic type variables.
{code}
class Outer<T> {
    T ofoo
    static class Inner {
        T ifoo
    }
}
{code}

Similarly, all the cases below should not compile as well:
{code}
class Test1<T> {
    static T f1
}

class Test2<T> {
    static foo(T param1) {}
}

class Test3<T> {
    static foo() {
        T localVar1
    }
}
{code}",paulk,roshandawrani,Major,Closed,Fixed,08/Aug/10 13:45,02/May/17 02:03
Bug,GROOVY-4359,12815576,Generic types are incorrectly shared/resolved within the module,"The following code should not compile, as class A is defined as a generic class and not class B, but type variables' resolution is spilling over from A to other non-related classes in the same module.
{code:title=Test.groovy}
class A<T>{}

class B {
    T f
}
{code}


However, the following should continue to work
{code}
class A<T>{
    class B {
        T f
    }
}
{code}",blackdrag,roshandawrani,Major,Closed,Fixed,10/Aug/10 13:27,17/Dec/14 13:25
Bug,GROOVY-4362,12815293,Node.text() returns empty string for non-String or Collection values,"The text() method of groovy.util.Node is coded to return an empty string ("""") if you set a value that is not a string or a collection. This means if you set the value as a number you get back an empty string.

Should this method return value.toString() in all cases where value is not a collection?

For instance -
{code}
def xml = ""<root><node1/></root>""
def root = new XmlParser().parseText(xml)
root.node1[0].replaceNode() {
    node2() {
       childN(5)
       childS('5')
    }
}

assert root.node2[0].childS[0].text() == '5'
assert root.node2[0].childN[0].text() == '5'
{code}",paulk,jspeakman,Minor,Closed,Fixed,12/Aug/10 07:15,01/Apr/12 21:41
Bug,GROOVY-4363,12818059,"@Immutable class, failure when trying to define private static members","Attempt to add 'private static' field to a class that has been
annotated as @Immutable causes an error.

Groovy Shell (1.7.4, JVM: 1.6.0_20)
Type 'help' or '\h' for help.
------------------------------------------------------------------------------------------------------------------
groovy:000> @Immutable class AClass {
groovy:001>    static final String FOO = 'bar'
groovy:002> }
===> true
groovy:000> @Immutable class BClass {
groovy:001>    private static final String FOO = 'bar'
groovy:002> }
ERROR org.codehaus.groovy.control.MultipleCompilationErrorsException:
startup failed:
groovysh_evaluate: -1: cannot modify static final field 'FOO' outside
of static initialization block.
 @ line -1, column -1.
groovysh_evaluate: -1: cannot modify static final field 'FOO' outside
of static initialization block.
 @ line -1, column -1.
2 errors
...

In Groovy 1.7.3 it does not cause an error.
Groovy Shell (1.7.3, JVM: 1.6.0_20)
Type 'help' or '\h' for help.
------------------------------------------------------------------------------------------------------------------
groovy:000> @Immutable class AClass  {
groovy:001>    static final String FOO = 'bar'
groovy:002> }
===> true
groovy:000> @Immutable class BClass {
groovy:001>    private static final String FOO = 'bar'
groovy:002> }
===> true
groovy:000>
...",paulk,jlamsa,Major,Closed,Fixed,12/Aug/10 11:06,02/Feb/23 22:46
Bug,GROOVY-4364,12815277,DGM.eachLine() returns wrong result,"DGM.eachLine() should return the last value returned by the closure, but actually returns the last line. For trunk the code change has already been made as part of GROOVY-4361, but we also need a fix for the 1.7 branch.",pniederw,pniederw,Major,Closed,Fixed,12/Aug/10 13:08,15/Dec/10 22:19
Bug,GROOVY-4365,12815276,Compiler does not do access check at classgen time and invalid class fails with IllegalAccessError later,"{code}
class MyHashMap extends HashMap {
    static class MyEntry extends HashMap.Entry { }
}

println MyHashMap.MyEntry
{code}

Code above fails with
{noformat}
Caught: java.lang.IllegalAccessError: class MyHashMap$MyEntry cannot access its superclass java.util.HashMap$Entry
{noformat}",emilles,roshandawrani,Major,Closed,Fixed,13/Aug/10 05:05,08/Mar/22 12:16
Bug,GROOVY-4366,12815289,Compilation error in using inheritance and generics together,"The following code does not compile on 1.7.5, but compiles successfully on 1.8-beta-2.

{code}
class Factory {
    abstract static class Machine<E> {
        abstract void make(E what)
    }
}

class PizzaFactory {
    static class PizzaMachine<E extends SimplePizza> extends Factory.Machine<E> {
        void make(E what) {}
    }
}

class SimplePizza {}
{code}

On 1.7.5, it fails with the following error
{noformat}
...\PizzaMaking.groovy: 8: Can't have an abstract method in a non-abstract class. The class 'PizzaFactory$PizzaMachine' must be declared abstract or the method 'void make(java.lang.Object)' must be implemented.
 @ line 8, column 5.
       static class PizzaMachine<E extends SimplePizza> extends Factory.Machine<E> {
       ^
{noformat}
",roshandawrani,roshandawrani,Major,Closed,Fixed,13/Aug/10 05:42,15/Dec/10 22:31
Bug,GROOVY-4367,12815202,Implicit this fails to get passed correctly from one non-static inner class to another,"{code}
class A {
    void foo() {
        new B().r()
    }

    class B {
        def r() {
            new C("""")
        }
    }

    class C {
        C(s) {}
    }
}

new A().foo()
{code}

The code above fails with the following error
{noformat}
Caught: groovy.lang.GroovyRuntimeException: Could not find matching constructor for: A$C(java.lang.String)
	at A$B.r(TryGroovy.groovy:8)
	at A.foo(TryGroovy.groovy:3)
	at TryGroovy.run(TryGroovy.groovy:17)
{noformat}",roshandawrani,roshandawrani,Major,Closed,Fixed,13/Aug/10 06:45,15/Dec/10 22:31
Bug,GROOVY-4373,12815297,"Groovlet generated error ""The requested resource () is not available.""","Groovy Script is in 
WEB-INF/groovy/start.groovy


URL: http://localhost:8080/mframev200
First call run fine

If I call the script again the following error is displayed:

The requested resource () is not available.

On the console:

GroovyServlet Error:  script: '/start.groovy':  Script not found, sending 404.

",blackdrag,wnagy,Major,Closed,Fixed,19/Aug/10 09:18,22/Dec/12 01:10
Bug,GROOVY-4374,12811679,Java stubs should never need to explicitly include alias imports,"Given that an import with an alias always has the fully qualified path we should always be able to substitute the fqn and hence don't need an explicit import. Java code has no visibility to the alias.

See: http://groovy.markmail.org/thread/z2prm3z33a5olb2y
",,paulk,Major,Closed,Fixed,20/Aug/10 06:58,08/Mar/22 12:16
Bug,GROOVY-4376,12815209,deprecated @groovy.lang.Immutable feature broken on current trunk (1.8-beta-2),"The following code is not supposed to go through, as it defeats the whole purpose of @Immutable. It correctly fails with ReadOnlyPropertyException on 1.7.5, but on trunk it works.
{code}
@Immutable final class Person {
     boolean married
}
  
person = new Person(married:false)

/* should not be allowed as it is mutating the object after it is formed */
person.married = true 
{code}",paulk,roshandawrani,Critical,Closed,Fixed,21/Aug/10 15:44,15/Dec/10 22:19
Bug,GROOVY-4378,12815315,Incorrect handling of unicode escape sequences when calculating source locations,"When compiling this code with Groovy 1.7.3:


{code}
class One {
	 /*\u00E9*/ Stack<F> plates;
}
{code}

I get the following error message:


{code}
$ groovy One.groovy
org.codehaus.groovy.control.MultipleCompilationErrorsException: startup failed:
/private/tmp/One.groovy: 2: unable to resolve class F 
 @ line 2, column 15.
   	 /*\u00E9*/ Stack<F> plates;
                 ^

1 error
{code}
I would expect the ^ to be under the 'F'.  It appears that the unicode sequence is being considered a single character, rather than 6 characters.
",blackdrag,werdna,Major,Closed,Fixed,23/Aug/10 15:59,03/Jun/17 15:43
Bug,GROOVY-4380,12811966,Round-tripping XML which contains a newline character reference in an attribute's value removes the character reference,"Given an XML file which contains a newline character reference (&#10;) in the value of an attribute, the following groovy code incorrectly outputs the actual newline character instead of the original character reference. This is a significant problem because the XML standard dictates that newlines found in the value of an attribute must be treated as a space. Thus, if any XML parser reads the output of this groovy snippet, it is as if the newline is gone.

newline.xml:
<option name=""LINE_SEPARATOR"" value=""&#10;""/>

groovy:

def fileWriter = new FileWriter('./newline-roundtrip.xml')
def input = new XmlParser().parse('./newline.xml')
PrintWriter printWriter = new PrintWriter(fileWriter)
new XmlNodePrinter(printWriter).print(input)
printWriter.flush()

I've attached a junit test which demonstrates the problem.",paulk,aogail,Critical,Closed,Fixed,25/Aug/10 19:43,05/Apr/15 14:43
Bug,GROOVY-4385,12812171,Response already committed on Google App Engine when serving blobs,"When using the BlobstoreService from Google App Engine to serve blob content from a Groovlet, whether through direct streaming or through getting an input stream / reader over the blob content, the GAE server would complain that the response is already committed.
What ""commits"" the response is the calls by GroovyServlet to response.setStatusCode() and response.flushBuffer().
The former sets the default 200 status code, which is usually set by default at 200 anyway by servlet containers.
The latter is also done by servlet containers when the servlet terminates.
At least, this is what I gathered from glancing through Tomcat and Jetty sources.
So the suggested fix is to remove the call to these two methods which ""commit"" the response too early.",guillaume,guillaume,Minor,Closed,Fixed,31/Aug/10 17:27,15/Dec/10 22:19
Bug,GROOVY-4386,12812172,static import does not work in Groovy 1.7.4,"Static import does not work from Groovy scripts.

Example:

foo/Constants.groovy:

{noformat}
package foo

class Constants {
    static final PI = 3.14
}
{noformat}

foo/Test.groovy

{noformat}
package foo
import static foo.Constants.PI

class Test {
    static main(args) {
        println(""pi="" + PI)
    }
}
{noformat}

When you try to run this (without compling with groovyc first), you get:

{noformat}
groovy -cp . foo\Test.groovy
Caught: groovy.lang.MissingPropertyException: No such property: PI for class: foo.Test
        at foo.Test.main(Test.groovy:6)
{noformat}

If you first run ""groovyc foo\Constants.groovy"" the above command succeeds.




",paulk,frodesto,Major,Closed,Fixed,01/Sep/10 01:21,07/Apr/15 19:13
Bug,GROOVY-4391,12815295,Groovy build fails test target using Java 1.7.0,"These two tests fail and error respectively when running the Ant test target using Java 1.7.0-ea-b108:

org.codehaus.groovy.ant.GroovycTest.testGroovyc_Joint_NoFork_NestedCompilerArg_WithGroovyClasspath
org.codehaus.groovy.transform.DelegateTransformTest.testLock",roshandawrani,malbery,Minor,Closed,Fixed,04/Sep/10 23:28,15/Dec/10 16:56
Bug,GROOVY-4392,12815287,asymmetry of closure parameter type among String#replaceAll/String#eachMatch/Pattern#each,"The closure which passed to String#replaceAll() takes arguments in two patterns:

1) Object[]
2) Arguments correspond to matcher's group(0), group(1), group(2) ...

but the closure for Pattern#match(Closure) and String#eachMatch(Closure) takes:

1) List
2) Arguments correspond to matcher's group(0), group(1), group(2) ...

So there is an asymmetry about 1).

If this issue should be fixed, IMHO, to change replaceAll() to take a list like
match/eachMatch is better. Because you can write simply:
{code}
assert ""ABDE"" == ""abcdef"".replaceAll(/(..)(.)/) { it[1].toUpperCase() } // (A)
{code}
rather than:
{code}
assert ""ABDE"" == ""abcdef"".replaceAll(/(..)(.)/) { Object[] it -> it[1].toUpperCase() } //(B)
{code}
(A) is same as: 
{code}
assert ""ABDE"" == ""abcdef"".replaceAll(/(..)(.)/) { List it -> it[1].toUpperCase() } // (C)
{code}

I attach small patch for 1.8-trunk and some test cases for this.
This patch leads small backward-incompatibility so that (B) would fail because
of the difference of parameter type of the closure. But current test cases
don't include this.",guillaume,uehaj,Major,Closed,Fixed,05/Sep/10 09:25,15/Dec/10 16:56
Bug,GROOVY-4394,12811696,JavaStubGenerator doesn't properly generate annotations with properties of array type,"Annotation properties of array type are generated with null walue in java stubs. Subsequently, stub compilation fail.

For example : 

{code}
// ArrayAnnotation.java
public @interface ArrayAnnotation {
String[] value() default {};
}

// AnnotatedClass.groovy
@ArrayAnnotation([""foo"", ""bar""])
class AnnotatedClass { }
{code}

generates the stub : 

{code}
@ArrayAnnotation(value=null)
public class AnnotatedClass extends java.lang.Object implements groovy.lang.GroovyObject {
// irrelevent stuff removed
}
{code}

Compilation fails with the message : 
{code}
Compilation failure: \...\target\generated-sources\groovy-stubs\main\groovystubs\AnnotatedClass.java:[4,23] attribute value must be constant
{code}",paulk,gfouquet,Major,Closed,Fixed,06/Sep/10 08:45,15/Dec/10 22:19
Bug,GROOVY-4397,12815316,@Delegate broken in Groovy 1.8.0-beta-2-SNAPSHOT,"Running this with Groovy pre 1.8.0 works:

{code}
class ListDelegate {
  @Delegate List aList = []
}

def list = new ListDelegate() << 'a' << 'b' << 'c'
{code}

to give:

{code}
Result: [""a"", ""b"", ""c""]
{code}

However, on the GroovyWebConsole (running Groovy 1.8.0-beta-2-SNAPSHOT), it gives the following exception:

{code}
java.lang.NullPointerException
	at com.sun.beans.TypeResolver.resolve(TypeResolver.java:321)
	at com.sun.beans.TypeResolver.resolve(TypeResolver.java:303)
	at com.sun.beans.TypeResolver.resolve(TypeResolver.java:351)
	at com.sun.beans.TypeResolver.resolve(TypeResolver.java:172)
	at com.sun.beans.TypeResolver.resolveInClass(TypeResolver.java:93)
	at Script1.run(Script1.groovy:5)
{code}",roshandawrani,tim_yates,Major,Closed,Fixed,07/Sep/10 03:22,15/Dec/10 22:31
Bug,GROOVY-4404,12815308,Variable scope of BlockStatement getting lost inside ReturnAdder,"Inside of of ReturnAdder, there is the code:

{code}
BlockStatement newBlock = new BlockStatement();
newBlock.setVariableScope(node.getVariableScope());
{code}

This is meant to ensure that the variable scope of the new block statement has the appropriate variable scope.  However, node is of type MethodNode.  The code block should be as follows:


{code}
BlockStatement newBlock = new BlockStatement();
Statement code = node.getCode();
if (code instanceof BlockStatement) {
  newBlock.setVariableScope(((BlockStatement) code).getVariableScope());
}
{code}

If code is not of type BlockStatement, then we don't need to set the variable scope.",guillaume,werdna,Major,Closed,Fixed,07/Sep/10 23:06,15/Dec/10 22:19
Bug,GROOVY-4406,12815300,Script extension set on groovyc does not flow down to the CompilerConfiguration,"Groovyc supports an attribute called scriptExtension, that is used to compile the files with that particular extension instead of standard *.groovy extension.

It seems like Groovyc doesn't pass this information to CompilerConfiguration - in forked or non-forked compilation both, which continues to see as ""*.groovy"" always and it may cause to compilation inconsistencies.",roshandawrani,roshandawrani,Major,Closed,Fixed,08/Sep/10 21:00,15/Dec/10 16:57
Bug,GROOVY-4408,12815335,Groovy truth of groovy.util.slurpersupport.NoChildren should be false,"Add a ""asBoolean"" method to NoChildren so that it's groovy truth will evaluate as false.
",paulk,lhotari,Major,Closed,Fixed,10/Sep/10 05:24,15/Dec/10 22:19
Bug,GROOVY-4409,12815299,Groovy snapshot source archives for 1.8 beta-1 and beta-2 are having everything packaged twice,"The source archives at for 1.8.0 beta-1 and beta-2 both are having all the files duplicated.
* http://snapshots.repository.codehaus.org/org/codehaus/groovy/groovy-all/1.8.0-beta-1-SNAPSHOT/groovy-all-1.8.0-beta-1-SNAPSHOT-sources.jar
* http://snapshots.repository.codehaus.org/org/codehaus/groovy/groovy-all/1.8.0-beta-2-SNAPSHOT/groovy-all-1.8.0-beta-2-SNAPSHOT-sources.jar

The source archive for 1.7.5 is correct (for cross-checking)
",roshandawrani,roshandawrani,Major,Closed,Fixed,10/Sep/10 08:56,15/Dec/10 22:20
Bug,GROOVY-4410,12815328,ClassFormatError extending generic interface that has a method with an Array argument returning the generic type,"Real world example where I run into this... javax.ws.rs.ext.MessageBodyReader<T>

Basically what happens is that a duplicate method marked ""public bridge synthetic"" method (according to jclasslib bytecode viewer) is generated after the <clinit> with an few extras in the method signature:

(L[Ljava/lang/String;;)Ljava/lang/Object;

The first (correct generated method) has the proper signature:

([Ljava/lang/String;)Ljava/lang/Object;

But changing the return type from the overridden generic type, to def or Object eliminates this extra method (and thus the issue disappears as well). hence the minor classification.

Attached:
Producer.java (simple interface)
StringProducer.groovy (bad food)
HackProducer.groovy (good food)
MainClass.java (test case)",roshandawrani,achuggardlee,Minor,Closed,Fixed,10/Sep/10 18:40,15/Dec/10 22:19
Bug,GROOVY-4412,12815292,FindBugs errors for new Integer() vs. Integer.valueOf() like calls,"Groovy compiler seems to be generating calls like {{ new Integer() }} and {{ new Long() }} (also for other number wrapper types), which FindBugs tool calls out as performance issues and suggests that the equivalent calls {{ Integer.valueOf() }} and {{ Long.valueOf() }} be used.

Class generation needs to change a bit to support it to reduce the errors reported by FindBugs for groovy classes.",roshandawrani,roshandawrani,Major,Closed,Fixed,11/Sep/10 13:06,15/Dec/10 22:19
Bug,GROOVY-4414,12815341,unaryMinus fails for Short and Byte,"The code:
{code}
Short s = 1
println(-s)
{code}
fails with the following exception:
{{groovy.lang.MissingMethodException: No signature of method: java.lang.Short.negative() is applicable for argument types: () values: []}}

This happens because {{org.codehaus.groovy.runtime.InvokerHelper#unaryMinus}} doesn't negate {{Short}} and {{Byte}} directly, but falls through to a call to non-existent function {{negative}} on those objects.

Please find attached a patch for a test case ({{InvokerHelperTest}}), and a patch for a proposed fix.

The patches are done with git, hope this is OK. If it isn't, please let me know for future reference.",roshandawrani,dsrkoc,Minor,Closed,Fixed,11/Sep/10 16:24,05/Apr/15 14:44
Bug,GROOVY-4415,12815332,Error implementing a Java or Groovy generic interface,"Hello.

  I have an issue creating a Groovy class implementing an interface coded in Java with Generics:
Here is the code:
{code}
/* Java interface */
public interface Entity<T> {
	T getId();	
}

/* Groovy class */
class Car implements Entity<Long> {
      Long id;
}
{code}
Car groovy class has a Long getId() method already, but it doesn't recognize it's enough to implement the interface method:
""Can't have an abstract method in a non-abstract class. The class 'Car' must be declared abstract or the method 'java.lang.Object getId()' must be implemented.""

The same happens when the interface is coded in Groovy instead of Java.

I believe it's an important thing to support.

I am using Groovy 1.7.3.

Thank you.",melix,lucianogreiner,Major,Closed,Fixed,12/Sep/10 20:44,24/Dec/11 03:08
